alcohol_id,alcohol_type,origin,alcohol_age,alcohol_cost,ABV,tasting_note,tasting_score,flavor_profile,flavor_type_rating
4629,whiskey,"Tomatin // Highlands, Scotland",18 Year,3,46.0,"""The nose is a bit muted at first, but you do pick up the floral and mossy notes.  The sherry notes are present as well, but really come through on the palate and on second nosing.  There is a smoky and spiced quality to the whisky, but the lingering dried fruits help to balance things out at the end.  Bonus points for good value to cost ratio.
""",88,"{""smoky"":50,""peaty"":20,""spicy"":60,""herbal"":60,""oily"":20,""full_bodied"":50,""rich"":50,""sweet"":60,""briny"":0,""salty"":20,""vanilla"":30,""tart"":30,""fruity"":60,""floral"":60}",3.73
4630,whiskey,"Highland, Scotland",27,5,50.0,,,,4.25
4631,whiskey,"Highland, Scotland",26,5,46.0,,,,4.13
4632,whiskey,"Tomatin // Highlands, Scotland",30 Year,5,46.0,"""Nose this whisky for a time and you will feel like you are just starting your breakfast, with toasted bread and melted salted butter. What follows is more citrus, but the barley is still dominant. In mouth, the body is lighter than expected. There are dried fruits in there, but this whisky is more of a dry austere dram in the beginning. Something to note is that it does develop after a time, with more lemon, mandarins and dry orange peels coming through. A touch of vanilla balances the dryness of the whisky. This is not a whisky to drink as a shot, but rather to sip slowly to get see the development that occurs over time in the glass.
""",85,"{""smoky"":0,""peaty"":0,""spicy"":30,""herbal"":30,""oily"":20,""full_bodied"":40,""rich"":50,""sweet"":50,""briny"":0,""salty"":30,""vanilla"":40,""tart"":20,""fruity"":50,""floral"":20}",3.91
4633,whiskey,"Highlands , Scotland",36 Year,5,46.0,,,,4.47
4634,whiskey,"Tomatin // Highlands, Scotland",NAS,3,57.5,"""Plenty going on with this bold beauty if cask strength is your thing! The high alcohol content is very apparent on the nose but be patient and it leads to rich fruity aromas with a nutty backdrop. The spiciness of the palate gives way to the remnants of a dark espresso biscotti. Drying and tannic on the finish but with a satisfying belly warming effect. Great example of a whisky that balances bourbon & sherry casks goodness. """,84,"{""smoky"":0,""peaty"":0,""spicy"":20,""herbal"":0,""oily"":0,""full_bodied"":20,""rich"":15,""sweet"":10,""briny"":0,""salty"":0,""vanilla"":0,""tart"":0,""fruity"":35,""floral"":0}",3.5
4635,whiskey,"Tomatin // Highlands, Scotland",NAS,3,46.0,"""This is a very spicy style of Scotch, almost like a rye, perhaps because of the use of virgin oak and bourbon casks, but it could also be a bit young. The sherry influence comes out in the blood orange (both fruit and peel) flavors mixed with roasted almonds. The peatiness (15 ppm) is very hard to detect. If it weren't labeled as such would miss it almost entirely as a puff of flavor at the very end. The flavors work well together, though, and it's a pleasant sip, though burns a bit hot in the finish, like the trail of the hellhound itself, one would suppose. Would definitely make the perfect Halloween whisky given the legend, though somewhat pricy.""",82,"{""smoky"":20,""peaty"":15,""spicy"":35,""herbal"":5,""oily"":5,""full_bodied"":60,""rich"":55,""sweet"":65,""briny"":0,""salty"":0,""vanilla"":20,""tart"":0,""fruity"":25,""floral"":5}",3.45
4636,whiskey,"Tomatin // HIghlands, Scotland",,3,50.0,,,,3.71
4637,whiskey,"Tomatin // Highlands, Scotland",NAS,2,43.0,"""A vanilla and malty start, with green and exotic fruits on the nose. Somewhat spirity, but nevertheless pleasing. The palate displays oak shavings, pineapple and an attractive vanilla sweetness with a hint of white pepper. Slightly dry and bitter finish.""",81,"{""smoky"":0,""peaty"":0,""spicy"":30,""herbal"":10,""oily"":35,""full_bodied"":40,""rich"":30,""sweet"":55,""briny"":0,""salty"":0,""vanilla"":55,""tart"":25,""fruity"":35,""floral"":20}",3.41
4638,whiskey,"Tomatin // Highlands, Scotland",15 Year,4,46.0,,,,4.23
4639,whiskey,"Highlands, Scotland",10,3,46.0,,,,3.85
4640,whiskey,"Highland, Scotland",12,2,40.0,,,,3.51
4641,whiskey,"Tomintoul // Speyside, Scotland",10 Year,2,40.0,"""Oak and brine start the whisky nose, with grass and lemons spreading softly through the senses. After a short period flowery orange water moves in and calms what the oak agitated, softly breezing through the senses to relax the nerves. The palate greets the tongue with sweet wizened apples, yellowed and wrinkling yet awakening the body. Tarring grass and hay works over the tongue, with brine and lemon zest being joined by small herbs and a tiny spice. Barley and potpourri melt together for a startling conclusion. The finish is medium and drys the mouth out, lemon sprayed apple slices lingering gently as the mouth opens and relaxes.""",86,"{""smoky"":0,""peaty"":0,""spicy"":35,""herbal"":40,""oily"":25,""full_bodied"":15,""rich"":5,""sweet"":50,""briny"":40,""salty"":15,""vanilla"":45,""tart"":65,""fruity"":60,""floral"":30}",3.27
4642,whiskey,"Tomintoul // Speyside, Scotland",12 Year,3,40.0,"""The sherry influence on this rather full bodied, viscous dram is very noticeable to the point where it almost tastes like a very boozy sherry instead of a Scotch. Only a faint cry of whisky-ness rises to the surface, allowing some dark chocolate, spicy oak and heat. If you really like sherry in your whisky, this is for you. But you have to really, really like it. Like, a lot. Did I mention it mostly just tastes of sherry?""",75,"{""smoky"":0,""peaty"":0,""spicy"":15,""herbal"":0,""oily"":20,""full_bodied"":80,""rich"":80,""sweet"":75,""briny"":0,""salty"":0,""vanilla"":5,""tart"":0,""fruity"":30,""floral"":0}",3.46
4643,whiskey,"Tomintoul // Speyside, Scotland",16,3,40.0,"""Dried fruit, vanilla, and a touch of lemon peel emerge on the nose with those profiles deepening upon tasting.  A small amount of char smoke, coconut, and mint materialize as if they are afraid of their own shadows.  The finish is orange zesty and spice filled.""",87,"{""smoky"":30,""peaty"":0,""spicy"":70,""herbal"":30,""oily"":30,""full_bodied"":60,""rich"":60,""sweet"":70,""briny"":0,""salty"":10,""vanilla"":60,""tart"":40,""fruity"":70,""floral"":30}",3.67
4644,whiskey,"Tomintoul // Speyside, Scotland",21 Years,4,40.0,,,,3.81
4645,whiskey,"Tomintoul // Speyside, Scotland",25 Year,5,43.0,,,,3.96
4646,whiskey,"Tomintoul // Speyside, Scotland",NAS,2,40.0,"""There is pronounced aroma of camphor along with recently fallen leaves.  Some iodine and peat smoke are present of course, but the notes of the malted cereal are fairly muted.  There is an oily character to the whisky with the finish bringing more smoke.
""",80,"{""smoky"":60,""peaty"":70,""spicy"":50,""herbal"":70,""oily"":60,""full_bodied"":50,""rich"":50,""sweet"":40,""briny"":50,""salty"":50,""vanilla"":40,""tart"":20,""fruity"":30,""floral"":50}",3.15
4647,whiskey,"Speyside, Scotland",17,4,57.4,,,,4.75
4648,whiskey,"Tomintoul // Speyside, Scotland",14 Year,3,46.0,"""This is very spicy (cedar, cinnamon, clove) and floral. Some notes of golden apple and vanilla come through, but the spice is very stabby. It's funny this is labeled the ""gentle dram"" because, gotta tell ya, I'm not conjuring images of warm, fuzzy bunnies and meadow song while sipping this. Tastes kind of youthful for its 14 years.""",78,"{""smoky"":0,""peaty"":0,""spicy"":30,""herbal"":10,""oily"":10,""full_bodied"":70,""rich"":70,""sweet"":70,""briny"":0,""salty"":0,""vanilla"":10,""tart"":0,""fruity"":15,""floral"":15}",3.26
4649,whiskey,"Ohio, USA",4,2,45.0,,,,2.77
4650,whiskey,"Torabhaig // Skye, Scotland",NAS,3,46.0,"""A fairly coastal first impression, there's a slight hint of rubber and iodine, but mostly gentle peat, some baking spices and creamy vanilla. There’s a whisper of burlap, tobacco leaves and hemp rope as well. The palate is pretty oily. The arrival is fairly ashy with a good amount of wood smoke, a nice salinity. The iodine makes an encore as well. There’s really nothing to fault here, especially as this single malt is still in its infancy.""",88,"{""smoky"":30,""peaty"":25,""spicy"":10,""herbal"":40,""oily"":35,""full_bodied"":30,""rich"":25,""sweet"":20,""briny"":20,""salty"":15,""vanilla"":20,""tart"":35,""fruity"":25,""floral"":10}",3.72
4651,whiskey,"Torabhaig // Island, Scotland",NAS,2,46.0,"""Warm and inviting. Savoury, sweet peat with notes of burlap, tobacco leaves and a whiff of mint, but also sweet orange zest and a touch of chalk. A gentle coastal breeze as well. The palate is oily and mouthcoating. A sooty arrival with plenty of barley husks, wood smoke and a subdued salinity, but also a touch of petrol. A wonderfully impressive second showing from Torabhaig.""",90,"{""smoky"":35,""peaty"":20,""spicy"":10,""herbal"":25,""oily"":50,""full_bodied"":45,""rich"":35,""sweet"":25,""briny"":20,""salty"":10,""vanilla"":40,""tart"":20,""fruity"":20,""floral"":15}",3.83
4652,brandy,Torres // Spain,,1,,,,,
4653,brandy,Spain,,2,,,,,
4654,liqueur,Toschi // Italy,,1,,,,"{""sweet"":90,""rich"":80,""spicy"":0,""herbal"":0,""fruity"":0,""floral"":0,""bitter"":35,""tart"":0,""earthy"":40,""roast"":15,""nutty"":85,""woody"":0,""smoky"":0,""oily"":60}",
4655,whiskey,"Japan, Japan",,2,43.0,,,,3.21
4656,whiskey,"Town Branch // Kentucky, USA",NAS,2,45.0,,,,2.85
4657,whiskey,"Town Branch // Kentucky, USA",NAS,3,62.5,,,,3.79
4658,whiskey,"Town Branch // Kentucky, USA",7 Year,2,43.5,,,,3.38
4659,whiskey,"Town Branch // Kentucky, USA",NAS,2,54.05,"""The nose is laded with peanut brittle, and also offers salted caramel, vanilla bean, and marshmallow. The palate continues in a similar direction with honey roasted salted peanuts, as well as cornbread, dark chocolate fudge, and astringent leather. A moderate length finish offers cinnamon, rye spice, barrel char, spearmint, and doughy bread.""",85,"{""smoky"":10,""peaty"":0,""spicy"":40,""herbal"":30,""oily"":50,""full_bodied"":80,""rich"":40,""sweet"":20,""briny"":0,""salty"":30,""vanilla"":90,""tart"":30,""fruity"":10,""floral"":0}",3.88
4660,whiskey,"Trader Joe's // Kentucky, USA",NAS,1,45.0,,,,2.82
4661,whiskey,"Speyside, Scotland",8,1,40.0,,,,3.15
4662,gin,"Oregon, USA",,2,,,,,
4663,whiskey,"Trail's End // Kentucky (bottled in Oregon), USA",10 Year,3,52.5,,,,4.21
4664,whiskey,"Hood River Distilling // Kentucky (bottled in Oregon), USA",NAS,2,45.0,"""The aroma of Trail's End suggests a fairly sweet whiskey with notes of raisins and corn. There's a lot of oak on this bourbon, which comes through as vanilla and toasted nuts, along with woody tannins. The taste is spicier than the nose suggests, which may appeal to those who like bourbons with a high-grain mash bill.""",85,"{""smoky"":0,""peaty"":0,""spicy"":40,""herbal"":10,""oily"":30,""full_bodied"":40,""rich"":25,""sweet"":20,""briny"":10,""salty"":10,""vanilla"":30,""tart"":10,""fruity"":20,""floral"":10}",3.57
4665,sugarcane,Jamaica,,3,,,,,
4666,whiskey,"Glacier Montana, USA",,2,40.0,,,,4.67
4667,whiskey,"Michigan, USA",,4,59.1,,,,4.15
4668,whiskey,"Traverse City Whiskey Co // Michigan, USA",4 Year,2,43.0,,,,3.4
4669,whiskey,"Traverse City Whiskey Co // Michigan , USA",NAS,2,35.0,,,,3.45
4670,whiskey,USA,,2,40.0,,,,3.68
4671,whiskey,"Treaty Oak // Texas, USA",12 months,2,40.0,,,,2.73
4672,whiskey,"Texas, USA",,3,58.5,,,,3.38
4673,whiskey,"Ghost Hill // Texas, USA",NAS,2,47.5,"""Ghost Hill Bourbon is a gentle bourbon that could perhaps benefit form more time in barrel.  Aromas of creamed corn, sourdough, and peach edge out with barrel notes just starting to emerge.  The finish is light and a little briny, but shows good structure.""",80,"{""smoky"":0,""peaty"":0,""spicy"":30,""herbal"":45,""oily"":80,""full_bodied"":75,""rich"":60,""sweet"":85,""briny"":80,""salty"":80,""vanilla"":40,""tart"":70,""fruity"":60,""floral"":70}",3.48
4674,agave,"Tres Agaves // Tequila Valley, Jalisco, Mexico",,2,,,,,
4675,sugarcane,Trois Rivières  // Martinique,,2,,,,,
4676,whiskey,"Asheville Distilling Co. // North Carolina, USA",NAS,2,40.0,"""The sample bottle had noticeable sediment (anomaly, or is this whiskey unfiltered?). Faint smoke and orange peel are found on the nose and the palate shows light vanilla, baking spices, and a pleasant creaminess. The short, mildly sweet finish make this a good candidate for some potentially interesting cocktails that call for a lighter spirit.
""",81,"{""smoky"":30,""peaty"":0,""spicy"":20,""herbal"":0,""oily"":30,""full_bodied"":40,""rich"":30,""sweet"":50,""briny"":0,""salty"":0,""vanilla"":40,""tart"":0,""fruity"":20,""floral"":0}",2.85
4677,vodka,"Michigan, USA",,2,,,,,
4678,whiskey,"Tualatin Valley Distilling // Oregon, USA",,3,46.0,"""Fifty/Fifty offers a minty, medicinal and herbal nose, interlaced with rye spice. The palate is hot and a bit oily, offering oak and a light caramel and molasses. There's just a quick flashing finish, with final notes of brown sugar and more rye spice. Add an ice cube and find a richer, sweeter taste, with notes of dark chocolate, caramel, malt, and oak.
""",83,"{""smoky"":10,""peaty"":0,""spicy"":50,""herbal"":60,""oily"":30,""full_bodied"":30,""rich"":40,""sweet"":30,""briny"":0,""salty"":0,""vanilla"":30,""tart"":10,""fruity"":10,""floral"":30}",4.5
4679,whiskey,"Tualatin Valley Distilling // Oregon, USA",,3,46.0,"""Strong medicinal and mint aromas on the nose, with pine needles and resin, and an herbal profile. Smells young, and its pale straw coloration in the glass backs that up. Dig deep to find sweet scents, with a cinnamon crumb-cake aroma lurking in the background. The palate is dry and a bit flat, offering oak and malt. The finish is sharp and quick, punching through your nasal passage on the way down. Ice totally changes things, offering a sweeter and fuller profile, with more caramel and vanilla--would strongly recommend drinking it as such. 
""",80,"{""smoky"":0,""peaty"":0,""spicy"":40,""herbal"":70,""oily"":20,""full_bodied"":20,""rich"":20,""sweet"":20,""briny"":0,""salty"":0,""vanilla"":20,""tart"":10,""fruity"":10,""floral"":50}",4.4
4680,whiskey,Tullamore D.E.W. // Ireland,NAS,1,40.0,"""The Original is quite enjoyable with sweet cereal, barrel spices, and some honeyed nuts.  It is a fairly straight forward affair, not overly oily, bitter, or sweet but it does have a bit of a brassy quality to it.  There is a smoothness to the whiskey, and while it isn't necessarily one you'd be slowly sipping, it is perfectly acceptable as a shot or a mixer.""",84,"{""smoky"":20,""peaty"":0,""spicy"":70,""herbal"":30,""oily"":30,""full_bodied"":40,""rich"":40,""sweet"":60,""briny"":0,""salty"":0,""vanilla"":50,""tart"":50,""fruity"":50,""floral"":10}",3.19
4681,whiskey,Tullamore D.E.W. // Ireland,10 Year,2,40.0,"""The wine cask finishes certainly make an impact on the whiskey with a fruit punch and peachy nose.  The malt is decently full on your palate and though the fruity tastes continue, it is not too sweet.  Those that like sherry finishes on their Scotch should check this bottling out; it is quite the value.""",86,"{""smoky"":20,""peaty"":0,""spicy"":60,""herbal"":30,""oily"":40,""full_bodied"":60,""rich"":60,""sweet"":50,""briny"":0,""salty"":0,""vanilla"":40,""tart"":40,""fruity"":70,""floral"":70}",3.46
4682,whiskey,Tullamore D.E.W. // Ireland,12,2,40.0,"""The nose is not super intense, but you do find vanilla, char smoke, and other bourbon influences.  There is more of the same on the palate with a touch of sweetness on the entry.  The sherry wood character doesn't poke its head in until the very last minute as a dried fruit and nutty aftertaste.""",90,"{""smoky"":60,""peaty"":0,""spicy"":40,""herbal"":20,""oily"":30,""full_bodied"":60,""rich"":60,""sweet"":70,""briny"":0,""salty"":0,""vanilla"":70,""tart"":20,""fruity"":40,""floral"":20}",3.77
4683,whiskey,Tullamore D.E.W. // Ireland,14 Year,3,41.3,"""The nose is honeyed, with hay, a large dose of green apple, and background spice. Palate is soft, with vanilla, hay, oak, and grain. Tart apple comes on the finish with floral notes, light tropical fruits, and more spice. A little bit one note, but altogether very smooth, easy, and light all the way through.""",85,"{""smoky"":10,""peaty"":0,""spicy"":40,""herbal"":20,""oily"":30,""full_bodied"":50,""rich"":40,""sweet"":40,""briny"":0,""salty"":0,""vanilla"":40,""tart"":30,""fruity"":50,""floral"":40}",3.8
